RULETYPE,FROMFEATURECLASS,FROMASSETGROUP,FROMASSETTYPE,FROMTERMINAL,TOFEATURECLASS,TOASSETGROUP,TOASSETTYPE,TOTERMINAL,VIAFEATURECLASS,VIAASSETGROUP,VIAASSETTYPE,VIATERMINAL
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Acometida,Servicio de muestreo,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,T,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio de aire y vacío,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio de descarga,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio comercial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio residencial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Acometida,Servicio de muestreo,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Transición,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio de aire y vacío,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio de descarga,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio comercial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio residencial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Acometida,Servicio de muestreo,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Soldadura,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio de aire y vacío,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio de descarga,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio comercial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio de bomberos,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio de boca de incendios,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio industrial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio de irrigación,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio residencial,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Acometida,Servicio de muestreo,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Nudo,Y,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de aislamiento,Inserto de brida,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de aislamiento,Inserto de brida,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cruce de unión,,WaterLine,Línea de conexión equipotencial,Abrazadera,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cruce de unión,,WaterLine,Línea de conexión equipotencial,Cable,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cruce de unión,,WaterLine,Cable del rectificador,Cable del rectificador,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cruce de unión,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cruce de unión,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Aguamarina,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Azul,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Bosque,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Verde,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Lavanda,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Orange,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Rosa,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Morado,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Rojo,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Cable de prueba,Amarillo,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Tubería general de agua,Tubería de distribución,,,,,
Junction Edge Connectivity,WaterJunction,Cruce de cable,Cable de prueba,,WaterLine,Tubería general de agua,Transporte,,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,Galvánico,,WaterDevice,Groundbed,Cama anódica,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,Galvánico,,WaterDevice,Groundbed,Cama anódica,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,Galvánico,,WaterDevice,Rectificador,Rectificador,,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,Galvánico,,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,ICCP,,WaterDevice,Groundbed,Cama anódica,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,ICCP,,WaterDevice,Groundbed,Cama anódica,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,ICCP,,WaterDevice,Rectificador,Rectificador,,,,,
Junction Junction Connectivity,WaterDevice,Ánodo,ICCP,,WaterJunction,Cruce de cable,Cruce de unión,,,,,
Junction Junction Connectivity,WaterDevice,Boca de incendios,Boca de incendios,,WaterJunction,Nudo,T,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Válvula de servicio,Acometida,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 1,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Válvula de servicio,Acometida,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Capa de aire,Puerto 2,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Válvula de servicio,Acometida,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 1,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Válvula de servicio,Acometida,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Altitud,Puerto 2,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador de servicio,Incendio,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Válvula de servicio,Acometida,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de entrada,WaterDevice,Válvula del sistema,Sistema,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador de servicio,Incendio,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Válvula de servicio,Acometida,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de flujo,Antirretorno,Puerto de salida,WaterDevice,Válvula del sistema,Sistema,,,,,
Junction Junction Connectivity,WaterDevice,Supervisión,Medidor de detección,,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Supervisión,Medidor de detección,,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Supervisión,Medidor de detección,,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Supervisión,Medidor de detección,,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Supervisión,Medidor de detección,,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Supervisión,Medidor de detección,,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Supervisión,Medidor de detección,,WaterDevice,Contador del sistema,Se desconoce,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador de servicio,Comercial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador de servicio,Industrial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador de servicio,Residencial,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Válvula de servicio,Acometida,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador del sistema,Volumen,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador del sistema,Volumen,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador del sistema,Caudalímetro,Puerto 1,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador del sistema,Caudalímetro,Puerto 2,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador del sistema,Conexión de emergencia,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterDevice,Contador del sistema,Estación de bombeo,,,,,
Junction Junction Connectivity,WaterDevice,Válvula de presión,Purga de aire,,WaterJunction,Nudo,T,,,,,
